fail
29.9555	45	65	80	1.74582
27.4469	315	25	80	4.09719
38.2143	315	20	70	3.74896
31.4536	0	35	70	2.00973
30.4192	0	45	70	5.58094
32.5781	0	55	70	2.60982
40.501	45	70	70	2.75125
45.2806	0	45	55	22.2671
42.3831	315	30	60	2.42711
53.3135	315	15	55	3.05176
58.1234	315	25	45	4.87952
71.0094	315	15	35	5.1176
43.6386	45	60	60	6.89454
55.3022	45	75	55	5.17586
59.3492	45	65	45	5.12124
72.5143	45	75	35	53.3693
60.2107	0	45	40	23.0865
75.1687	0	45	25	10.6652
